id,Rings
90918,7
90919,9
90920,12
90921,7
90922,8
90923,10
90924,9
90925,11
90926,13
90927,10
90928,14
90929,13
90930,10
90931,12
90932,13
90933,11
90934,14
90935,9
90936,11
90937,11
90938,9
90939,9
90940,8
90941,7
90942,6
90943,13
90944,7
90945,10
90946,9
90947,10
90948,11
90949,12
90950,12
90951,10
90952,8
90953,7
90954,12
90955,9
90956,9
90957,11
90958,5
90959,7
90960,12
90961,8
90962,11
90963,5
90964,14
90965,7
90966,10
90967,9
90968,12
90969,10
90970,10
90971,7
90972,10
90973,11
90974,9
90975,11
90976,8
90977,9
90978,6
90979,10
90980,9
90981,12
90982,14
90983,4
90984,9
90985,6
90986,13
90987,9
90988,9
90989,12
90990,9
90991,8
90992,5
90993,9
90994,13
90995,7
90996,13
90997,9
90998,7
90999,6
91000,12
91001,7
91002,8
91003,11
91004,10
91005,8
91006,11
91007,9
91008,8
91009,12
91010,10
91011,10
91012,9
91013,11
91014,9
91015,9
91016,8
91017,12
91018,7
91019,11
91020,8
91021,11
91022,9
91023,5
91024,7
91025,12
91026,9
91027,7
91028,12
91029,11
91030,9
91031,9
91032,7
91033,5
91034,11
91035,10
91036,13
91037,7
91038,13
91039,12
91040,9
91041,8
91042,10
91043,12
91044,7
91045,8
91046,8
91047,7
91048,10
91049,10
91050,10
91051,9
91052,10
91053,11
91054,9
91055,7
91056,13
91057,11
91058,16
91059,13
91060,9
91061,8
91062,14
91063,8
91064,9
91065,10
91066,9
91067,10
91068,11
91069,9
91070,9
91071,8
91072,5
91073,6
91074,14
91075,7
91076,12
91077,8
91078,6
91079,7
91080,8
91081,8
91082,10
91083,11
91084,8
91085,13
91086,12
91087,12
91088,9
91089,9
91090,11
91091,9
91092,10
91093,7
91094,7
91095,11
91096,12
91097,15
91098,7
91099,7
91100,10
91101,12
91102,8
91103,8
91104,10
91105,16
91106,12
91107,7
91108,10
91109,12
91110,13
91111,8
91112,9
91113,10
91114,6
91115,12
91116,7
91117,8
91118,7
91119,8
91120,10
91121,8
91122,6
91123,9
91124,13
91125,8
91126,8
91127,6
91128,7
91129,9
91130,9
91131,8
91132,13
91133,11
91134,10
91135,7
91136,10
91137,11
91138,8
91139,9
91140,9
91141,9
91142,11
91143,7
91144,11
91145,15
91146,6
91147,10
91148,15
91149,7
91150,16
91151,12
91152,9
91153,9
91154,7
91155,10
91156,7
91157,13
91158,9
91159,9
91160,9
91161,10
91162,10
91163,6
91164,9
91165,11
91166,10
91167,8
91168,16
91169,9
91170,7
91171,9
91172,9
91173,14
91174,6
91175,10
91176,12
91177,11
91178,5
91179,14
91180,12
91181,9
91182,10
91183,7
91184,7
91185,14
91186,10
91187,9
91188,10
91189,15
91190,6
91191,8
91192,12
91193,9
91194,8
91195,8
91196,8
91197,8
91198,7
91199,7
91200,9
91201,10
91202,14
91203,8
91204,7
91205,18
91206,11
91207,14
91208,10
91209,10
91210,6
91211,11
91212,9
91213,6
91214,14
91215,9
91216,5
91217,9
91218,9
91219,10
91220,11
91221,7
91222,12
91223,11
91224,10
91225,9
91226,12
91227,7
91228,9
91229,10
91230,11
91231,12
91232,7
91233,16
91234,7
91235,9
91236,9
91237,7
91238,8
91239,8
91240,9
91241,12
91242,10
91243,12
91244,13
91245,12
91246,7
91247,9
91248,11
91249,12
91250,7
91251,13
91252,11
91253,8
91254,7
91255,14
91256,11
91257,7
91258,8
91259,14
91260,11
91261,9
91262,9
91263,6
91264,9
91265,7
91266,11
91267,8
91268,7
91269,15
91270,17
91271,7
91272,8
91273,14
91274,10
91275,10
91276,13
91277,12
91278,12
91279,9
91280,9
91281,7
91282,10
91283,10
91284,9
91285,9
91286,8
91287,9
91288,10
91289,9
91290,7
91291,7
91292,19
91293,10
91294,9
91295,14
91296,9
91297,12
91298,17
91299,8
91300,8
91301,9
91302,9
91303,9
91304,12
91305,10
91306,6
91307,10
91308,12
91309,12
91310,13
91311,8
91312,10
91313,9
91314,6
91315,9
91316,8
91317,11
91318,8
91319,7
91320,8
91321,8
91322,5
91323,9
91324,8
91325,7
91326,10
91327,14
91328,11
91329,11
91330,10
91331,10
91332,14
91333,8
91334,11
91335,5
91336,14
91337,11
91338,11
91339,11
91340,8
91341,5
91342,10
91343,7
91344,7
91345,7
91346,8
91347,13
91348,9
91349,10
91350,4
91351,13
91352,9
91353,10
91354,10
91355,7
91356,12
91357,11
91358,18
91359,12
91360,6
91361,10
91362,9
91363,11
91364,9
91365,9
91366,9
91367,11
91368,7
91369,9
91370,10
91371,8
91372,7
91373,11
91374,6
91375,9
91376,9
91377,11
91378,11
91379,7
91380,12
91381,10
91382,5
91383,9
91384,9
91385,11
91386,9
91387,12
91388,12
91389,6
91390,8
91391,8
91392,11
91393,9
91394,10
91395,11
91396,10
91397,11
91398,11
91399,8
91400,7
91401,9
91402,14
91403,5
91404,9
91405,12
91406,13
91407,7
91408,8
91409,12
91410,10
91411,11
91412,15
91413,9
91414,8
91415,10
91416,9
91417,10
91418,14
91419,12
91420,12
91421,9
91422,9
91423,14
91424,7
91425,9
91426,8
91427,9
91428,10
91429,8
91430,15
91431,7
91432,18
91433,7
91434,11
91435,11
91436,12
91437,11
91438,8
91439,15
91440,14
91441,7
91442,9
91443,14
91444,11
91445,9
91446,7
91447,16
91448,7
91449,11
91450,14
91451,12
91452,11
91453,8
91454,10
91455,17
91456,11
91457,6
91458,9
91459,10
91460,10
91461,11
91462,9
91463,11
91464,9
91465,9
91466,10
91467,18
91468,10
91469,12
91470,7
91471,10
91472,4
91473,9
91474,11
91475,10
91476,14
91477,7
91478,8
91479,4
91480,12
91481,15
91482,9
91483,9
91484,7
91485,10
91486,10
91487,9
91488,13
91489,15
91490,11
91491,7
91492,11
91493,7
91494,12
91495,10
91496,10
91497,8
91498,8
91499,9
91500,9
91501,10
91502,10
91503,10
91504,7
91505,8
91506,11
91507,11
91508,9
91509,10
91510,11
91511,11
91512,10
91513,8
91514,8
91515,10
91516,9
91517,4
91518,12
91519,7
91520,7
91521,11
91522,8
91523,12
91524,7
91525,12
91526,8
91527,8
91528,14
91529,11
91530,7
91531,10
91532,15
91533,15
91534,9
91535,8
91536,9
91537,13
91538,8
91539,9
91540,12
91541,9
91542,10
91543,18
91544,9
91545,7
91546,13
91547,11
91548,11
91549,9
91550,9
91551,9
91552,10
91553,10
91554,7
91555,8
91556,6
91557,12
91558,14
91559,8
91560,9
91561,11
91562,10
91563,8
91564,11
91565,12
91566,6
91567,9
91568,13
91569,4
91570,10
91571,9
91572,11
91573,8
91574,11
91575,10
91576,9
91577,11
91578,9
91579,10
91580,11
91581,11
91582,11
91583,10
91584,9
91585,12
91586,12
91587,6
91588,11
91589,5
91590,11
91591,5
91592,7
91593,6
91594,8
91595,8
91596,7
91597,10
91598,12
91599,11
91600,9
91601,7
91602,12
91603,8
91604,11
91605,8
91606,9
91607,8
91608,7
91609,18
91610,9
91611,10
91612,12
91613,9
91614,12
91615,9
91616,9
91617,7
91618,9
91619,9
91620,6
91621,10
91622,9
91623,17
91624,9
91625,6
91626,10
91627,10
91628,13
91629,11
91630,11
91631,8
91632,10
91633,13
91634,8
91635,11
91636,7
91637,11
91638,10
91639,10
91640,9
91641,6
91642,11
91643,9
91644,10
91645,6
91646,6
91647,13
91648,9
91649,10
91650,9
91651,8
91652,9
91653,7
91654,6
91655,13
91656,6
91657,8
91658,7
91659,10
91660,10
91661,9
91662,8
91663,4
91664,10
91665,9
91666,16
91667,7
91668,17
91669,10
91670,8
91671,7
91672,7
91673,10
91674,11
91675,12
91676,10
91677,15
91678,6
91679,10
91680,13
91681,10
91682,8
91683,5
91684,10
91685,8
91686,9
91687,11
91688,16
91689,11
91690,8
91691,5
91692,12
91693,9
91694,10
91695,8
91696,7
91697,10
91698,4
91699,12
91700,8
91701,12
91702,11
91703,12
91704,7
91705,8
91706,9
91707,10
91708,12
91709,13
91710,10
91711,15
91712,10
91713,14
91714,14
91715,10
91716,15
91717,13
91718,11
91719,14
91720,9
91721,11
91722,9
91723,15
91724,7
91725,12
91726,8
91727,4
91728,9
91729,14
91730,10
91731,17
91732,7
91733,11
91734,12
91735,8
91736,6
91737,8
91738,9
91739,10
91740,12
91741,10
91742,10
91743,9
91744,10
91745,8
91746,13
91747,9
91748,12
91749,15
91750,9
91751,6
91752,6
91753,7
91754,12
91755,8
91756,10
91757,10
91758,10
91759,11
91760,16
91761,8
91762,11
91763,5
91764,12
91765,10
91766,8
91767,8
91768,11
91769,14
91770,7
91771,15
91772,10
91773,10
91774,12
91775,6
91776,12
91777,4
91778,15
91779,9
91780,7
91781,9
91782,14
91783,10
91784,9
91785,11
91786,9
91787,13
91788,12
91789,10
91790,11
91791,7
91792,5
91793,10
91794,10
91795,18
91796,7
91797,13
91798,8
91799,14
91800,10
91801,9
91802,11
91803,6
91804,7
91805,14
91806,8
91807,5
91808,10
91809,11
91810,13
91811,10
91812,7
91813,7
91814,10
91815,10
91816,9
91817,8
91818,7
91819,6
91820,9
91821,6
91822,11
91823,12
91824,7
91825,10
91826,8
91827,10
91828,8
91829,12
91830,7
91831,9
91832,7
91833,10
91834,12
91835,5
91836,8
91837,9
91838,9
91839,11
91840,8
91841,10
91842,7
91843,12
91844,5
91845,13
91846,10
91847,7
91848,10
91849,15
91850,9
91851,11
91852,15
91853,10
91854,7
91855,9
91856,8
91857,8
91858,9
91859,9
91860,9
91861,7
91862,8
91863,7
91864,5
91865,13
91866,8
91867,11
91868,9
91869,9
91870,11
91871,11
91872,5
91873,12
91874,10
91875,6
91876,11
91877,8
91878,10
91879,7
91880,12
91881,9
91882,16
91883,18
91884,8
91885,6
91886,5
91887,8
91888,9
91889,11
91890,11
91891,13
91892,5
91893,9
91894,7
91895,11
91896,10
91897,13
91898,9
91899,15
91900,8
91901,9
91902,8
91903,7
91904,13
91905,13
91906,17
91907,11
91908,10
91909,7
91910,15
91911,13
91912,8
91913,8
91914,8
91915,9
91916,10
91917,13
91918,7
91919,9
91920,7
91921,9
91922,13
91923,5
91924,12
91925,12
91926,12
91927,9
91928,7
91929,10
91930,9
91931,14
91932,10
91933,7
91934,9
91935,9
91936,12
91937,11
91938,9
91939,8
91940,14
91941,11
91942,9
91943,12
91944,8
91945,10
91946,11
91947,10
91948,10
91949,10
91950,11
91951,7
91952,8
91953,11
91954,11
91955,5
91956,9
91957,13
91958,10
91959,7
91960,10
91961,8
91962,9
91963,10
91964,11
91965,15
91966,13
91967,7
91968,15
91969,7
91970,9
91971,12
91972,10
91973,15
91974,8
91975,7
91976,9
91977,12
91978,9
91979,8
91980,7
91981,9
91982,9
91983,7
91984,7
91985,6
91986,10
91987,8
91988,8
91989,8
91990,9
91991,8
91992,11
91993,16
91994,4
91995,9
91996,11
91997,10
91998,11
91999,9
92000,8
92001,13
92002,10
92003,10
92004,10
92005,6
92006,10
92007,12
92008,10
92009,8
92010,7
92011,8
92012,12
92013,9
92014,9
92015,7
92016,11
92017,8
92018,16
92019,11
92020,9
92021,7
92022,10
92023,12
92024,13
92025,14
92026,9
92027,5
92028,6
92029,13
92030,11
92031,8
92032,7
92033,10
92034,8
92035,10
92036,10
92037,7
92038,8
92039,10
92040,8
92041,8
92042,11
92043,13
92044,8
92045,5
92046,17
92047,9
92048,9
92049,9
92050,11
92051,8
92052,12
92053,12
92054,7
92055,9
92056,12
92057,10
92058,14
92059,8
92060,9
92061,10
92062,8
92063,7
92064,15
92065,12
92066,10
92067,5
92068,12
92069,9
92070,12
92071,13
92072,8
92073,7
92074,12
92075,9
92076,11
92077,9
92078,10
92079,9
92080,8
92081,9
92082,11
92083,10
92084,12
92085,8
92086,12
92087,5
92088,7
92089,8
92090,18
92091,7
92092,8
92093,7
92094,8
92095,9
92096,12
92097,11
92098,8
92099,10
92100,12
92101,9
92102,11
92103,5
92104,12
92105,8
92106,13
92107,5
92108,11
92109,15
92110,7
92111,14
92112,6
92113,7
92114,10
92115,9
92116,10
92117,10
92118,14
92119,5
92120,6
92121,8
92122,9
92123,11
92124,11
92125,14
92126,9
92127,7
92128,5
92129,7
92130,8
92131,7
92132,10
92133,9
92134,14
92135,6
92136,8
92137,8
92138,6
92139,12
92140,6
92141,5
92142,10
92143,7
92144,8
92145,10
92146,9
92147,7
92148,10
92149,15
92150,9
92151,8
92152,13
92153,8
92154,14
92155,17
92156,8
92157,8
92158,8
92159,13
92160,7
92161,16
92162,7
92163,12
92164,10
92165,13
92166,11
92167,16
92168,8
92169,12
92170,9
92171,15
92172,9
92173,12
92174,11
92175,8
92176,7
92177,10
92178,13
92179,9
92180,8
92181,10
92182,8
92183,7
92184,13
92185,15
92186,14
92187,11
92188,7
92189,5
92190,9
92191,8
92192,10
92193,6
92194,9
92195,5
92196,9
92197,7
92198,9
92199,8
92200,14
92201,13
92202,8
92203,10
92204,11
92205,8
92206,13
92207,10
92208,5
92209,10
92210,9
92211,8
92212,10
92213,14
92214,9
92215,10
92216,10
92217,6
92218,7
92219,9
92220,10
92221,11
92222,10
92223,7
92224,11
92225,8
92226,12
92227,10
92228,11
92229,7
92230,11
92231,10
92232,17
92233,14
92234,5
92235,11
92236,13
92237,10
92238,8
92239,7
92240,10
92241,9
92242,11
92243,8
92244,10
92245,9
92246,10
92247,16
92248,9
92249,7
92250,10
92251,10
92252,10
92253,7
92254,5
92255,8
92256,8
92257,11
92258,13
92259,9
92260,11
92261,11
92262,10
92263,13
92264,9
92265,8
92266,11
92267,9
92268,12
92269,14
92270,8
92271,7
92272,13
92273,13
92274,13
92275,17
92276,12
92277,9
92278,12
92279,10
92280,4
92281,13
92282,9
92283,9
92284,8
92285,9
92286,11
92287,9
92288,5
92289,8
92290,6
92291,6
92292,8
92293,9
92294,15
92295,10
92296,10
92297,6
92298,11
92299,11
92300,9
92301,8
92302,5
92303,9
92304,11
92305,10
92306,13
92307,9
92308,12
92309,10
92310,12
92311,4
92312,13
92313,8
92314,13
92315,9
92316,6
92317,7
92318,7
92319,4
92320,4
92321,8
92322,8
92323,7
92324,12
92325,9
92326,8
92327,10
92328,7
92329,9
92330,9
92331,10
92332,11
92333,11
92334,12
92335,9
92336,7
92337,4
92338,15
92339,9
92340,8
92341,6
92342,18
92343,7
92344,7
92345,8
92346,9
92347,12
92348,14
92349,9
92350,6
92351,12
92352,11
92353,10
92354,8
92355,14
92356,5
92357,9
92358,10
92359,9
92360,12
92361,11
92362,12
92363,13
92364,7
92365,10
92366,9
92367,9
92368,11
92369,8
92370,11
92371,10
92372,9
92373,10
92374,5
92375,7
92376,10
92377,14
92378,11
92379,14
92380,8
92381,5
92382,9
92383,15
92384,15
92385,7
92386,10
92387,6
92388,6
92389,6
92390,8
92391,8
92392,10
92393,5
92394,5
92395,16
92396,7
92397,17
92398,9
92399,6
92400,14
92401,8
92402,5
92403,9
92404,8
92405,15
92406,13
92407,5
92408,8
92409,11
92410,10
92411,9
92412,11
92413,9
92414,11
92415,9
92416,11
92417,10
92418,11
92419,13
92420,10
92421,10
92422,7
92423,15
92424,9
92425,6
92426,9
92427,10
92428,10
92429,11
92430,10
92431,14
92432,11
92433,9
92434,8
92435,8
92436,10
92437,4
92438,14
92439,9
92440,5
92441,9
92442,8
92443,9
92444,9
92445,7
92446,9
92447,7
92448,9
92449,9
92450,15
92451,11
92452,12
92453,8
92454,10
92455,13
92456,11
92457,10
92458,9
92459,8
92460,11
92461,9
92462,14
92463,11
92464,11
92465,9
92466,13
92467,14
92468,9
92469,9
92470,11
92471,8
92472,11
92473,9
92474,11
92475,9
92476,9
92477,8
92478,15
92479,7
92480,10
92481,8
92482,13
92483,8
92484,9
92485,11
92486,15
92487,10
92488,7
92489,8
92490,12
92491,10
92492,11
92493,7
92494,15
92495,8
92496,5
92497,9
92498,6
92499,6
92500,11
92501,6
92502,11
92503,10
92504,8
92505,9
92506,13
92507,10
92508,11
92509,9
92510,11
92511,18
92512,13
92513,9
92514,9
92515,17
92516,6
92517,7
92518,9
92519,10
92520,8
92521,10
92522,11
92523,8
92524,12
92525,9
92526,9
92527,10
92528,7
92529,11
92530,12
92531,7
92532,9
92533,7
92534,14
92535,12
92536,10
92537,11
92538,6
92539,9
92540,9
92541,10
92542,10
92543,16
92544,10
92545,12
92546,13
92547,9
92548,4
92549,10
92550,11
92551,9
92552,10
92553,10
92554,8
92555,10
92556,9
92557,12
92558,12
92559,11
92560,14
92561,12
92562,9
92563,10
92564,12
92565,7
92566,11
92567,9
92568,10
92569,8
92570,6
92571,16
92572,10
92573,10
92574,10
92575,5
92576,9
92577,11
92578,8
92579,6
92580,7
92581,12
92582,10
92583,8
92584,7
92585,10
92586,7
92587,10
92588,11
92589,14
92590,9
92591,14
92592,11
92593,9
92594,17
92595,10
92596,9
92597,11
92598,8
92599,9
92600,6
92601,11
92602,6
92603,10
92604,8
92605,4
92606,14
92607,6
92608,11
92609,9
92610,15
92611,10
92612,7
92613,7
92614,10
92615,14
92616,10
92617,13
92618,10
92619,10
92620,13
92621,9
92622,12
92623,8
92624,10
92625,8
92626,14
92627,11
92628,9
92629,8
92630,8
92631,9
92632,13
92633,9
92634,10
92635,7
92636,9
92637,8
92638,12
92639,17
92640,9
92641,7
92642,8
92643,7
92644,14
92645,7
92646,7
92647,10
92648,16
92649,10
92650,11
92651,15
92652,9
92653,16
92654,7
92655,9
92656,10
92657,8
92658,6
92659,4
92660,9
92661,7
92662,11
92663,9
92664,10
92665,9
92666,6
92667,13
92668,11
92669,11
92670,10
92671,8
92672,9
92673,11
92674,6
92675,14
92676,11
92677,9
92678,7
92679,6
92680,4
92681,13
92682,7
92683,8
92684,8
92685,10
92686,12
92687,6
92688,12
92689,10
92690,7
92691,7
92692,12
92693,5
92694,15
92695,10
92696,14
92697,9
92698,4
92699,7
92700,6
92701,12
92702,9
92703,10
92704,11
92705,12
92706,8
92707,11
92708,9
92709,9
92710,10
92711,8
92712,7
92713,10
92714,10
92715,8
92716,12
92717,12
92718,9
92719,12
92720,10
92721,7
92722,18
92723,10
92724,7
92725,7
92726,9
92727,10
92728,15
92729,11
92730,12
92731,12
92732,12
92733,14
92734,10
92735,7
92736,10
92737,10
92738,9
92739,8
92740,9
92741,7
92742,11
92743,10
92744,4
92745,10
92746,10
92747,11
92748,10
92749,10
92750,9
92751,10
92752,9
92753,5
92754,7
92755,14
92756,8
92757,7
92758,7
92759,10
92760,9
92761,11
92762,10
92763,11
92764,5
92765,6
92766,8
92767,12
92768,9
92769,11
92770,8
92771,11
92772,9
92773,7
92774,9
92775,9
92776,8
92777,9
92778,9
92779,15
92780,9
92781,12
92782,11
92783,10
92784,9
92785,16
92786,8
92787,11
92788,8
92789,14
92790,12
92791,13
92792,10
92793,7
92794,10
92795,9
92796,11
92797,8
92798,10
92799,7
92800,9
92801,11
92802,11
92803,12
92804,8
92805,9
92806,13
92807,14
92808,7
92809,10
92810,8
92811,6
92812,8
92813,11
92814,10
92815,11
92816,6
92817,7
92818,7
92819,10
92820,11
92821,12
92822,10
92823,8
92824,9
92825,11
92826,9
92827,10
92828,8
92829,8
92830,13
92831,15
92832,5
92833,8
92834,13
92835,10
92836,9
92837,10
92838,8
92839,11
92840,6
92841,9
92842,7
92843,8
92844,11
92845,5
92846,10
92847,9
92848,7
92849,10
92850,8
92851,7
92852,5
92853,11
92854,11
92855,10
92856,8
92857,7
92858,6
92859,9
92860,11
92861,9
92862,8
92863,7
92864,10
92865,7
92866,12
92867,9
92868,6
92869,9
92870,11
92871,4
92872,10
92873,5
92874,7
92875,9
92876,5
92877,13
92878,10
92879,11
92880,9
92881,7
92882,8
92883,10
92884,10
92885,7
92886,4
92887,12
92888,10
92889,5
92890,9
92891,11
92892,13
92893,9
92894,10
92895,10
92896,9
92897,9
92898,12
92899,9
92900,7
92901,8
92902,12
92903,14
92904,16
92905,12
92906,8
92907,9
92908,8
92909,10
92910,7
92911,7
92912,7
92913,8
92914,9
92915,11
92916,8
92917,4
92918,8
92919,6
92920,7
92921,8
92922,12
92923,7
92924,10
92925,11
92926,15
92927,10
92928,14
92929,13
92930,10
92931,8
92932,9
92933,6
92934,10
92935,9
92936,17
92937,13
92938,10
92939,5
92940,10
92941,6
92942,9
92943,13
92944,7
92945,11
92946,9
92947,9
92948,7
92949,11
92950,8
92951,7
92952,11
92953,7
92954,15
92955,6
92956,14
92957,10
92958,8
92959,7
92960,14
92961,7
92962,11
92963,8
92964,13
92965,8
92966,9
92967,7
92968,10
92969,4
92970,11
92971,11
92972,11
92973,13
92974,9
92975,13
92976,7
92977,12
92978,9
92979,10
92980,12
92981,9
92982,9
92983,15
92984,11
92985,11
92986,4
92987,9
92988,8
92989,8
92990,11
92991,10
92992,10
92993,8
92994,9
92995,9
92996,9
92997,10
92998,19
92999,9
93000,11
93001,6
93002,16
93003,8
93004,9
93005,11
93006,11
93007,9
93008,11
93009,13
93010,10
93011,7
93012,10
93013,9
93014,5
93015,7
93016,8
93017,12
93018,14
93019,6
93020,8
93021,9
93022,11
93023,5
93024,8
93025,10
93026,12
93027,7
93028,13
93029,7
93030,16
93031,11
93032,18
93033,10
93034,8
93035,12
93036,17
93037,8
93038,9
93039,5
93040,14
93041,11
93042,12
93043,9
93044,8
93045,11
93046,7
93047,7
93048,11
93049,9
93050,9
93051,8
93052,14
93053,12
93054,9
93055,6
93056,10
93057,11
93058,10
93059,8
93060,14
93061,14
93062,9
93063,12
93064,7
93065,14
93066,13
93067,4
93068,8
93069,9
93070,14
93071,9
93072,11
93073,11
93074,11
93075,12
93076,10
93077,9
93078,11
93079,8
93080,13
93081,10
93082,8
93083,9
93084,10
93085,11
93086,8
93087,5
93088,9
93089,8
93090,11
93091,11
93092,9
93093,7
93094,4
93095,10
93096,9
93097,7
93098,6
93099,9
93100,9
93101,10
93102,9
93103,9
93104,10
93105,10
93106,10
93107,7
93108,10
93109,8
93110,10
93111,14
93112,9
93113,9
93114,9
93115,15
93116,12
93117,14
93118,11
93119,12
93120,14
93121,9
93122,8
93123,11
93124,10
93125,9
93126,9
93127,11
93128,9
93129,11
93130,9
93131,13
93132,10
93133,16
93134,11
93135,17
93136,7
93137,10
93138,10
93139,8
93140,11
93141,7
93142,12
93143,11
93144,7
93145,10
93146,6
93147,10
93148,10
93149,10
93150,6
93151,10
93152,12
93153,12
93154,8
93155,10
93156,10
93157,8
93158,7
93159,8
93160,10
93161,8
93162,8
93163,10
93164,7
93165,5
93166,8
93167,14
93168,9
93169,11
93170,8
93171,10
93172,14
93173,17
93174,13
93175,11
93176,10
93177,9
93178,11
93179,10
93180,12
93181,9
93182,5
93183,13
93184,6
93185,7
93186,11
93187,5
93188,9
93189,11
93190,15
93191,10
93192,8
93193,8
93194,11
93195,11
93196,12
93197,10
93198,14
93199,16
93200,14
93201,8
93202,9
93203,7
93204,7
93205,8
93206,10
93207,8
93208,12
93209,7
93210,16
93211,12
93212,9
93213,5
93214,4
93215,9
93216,9
93217,11
93218,8
93219,9
93220,7
93221,13
93222,11
93223,12
93224,10
93225,10
93226,12
93227,12
93228,10
93229,10
93230,11
93231,7
93232,9
93233,8
93234,12
93235,8
93236,14
93237,7
93238,10
93239,7
93240,11
93241,11
93242,14
93243,12
93244,10
93245,9
93246,11
93247,10
93248,11
93249,10
93250,10
93251,8
93252,9
93253,8
93254,12
93255,10
93256,8
93257,17
93258,7
93259,9
93260,8
93261,13
93262,8
93263,14
93264,14
93265,7
93266,10
93267,10
93268,9
93269,11
93270,9
93271,9
93272,12
93273,10
93274,8
93275,9
93276,9
93277,9
93278,13
93279,12
93280,11
93281,10
93282,12
93283,10
93284,7
93285,6
93286,12
93287,11
93288,9
93289,12
93290,19
93291,17
93292,10
93293,11
93294,9
93295,7
93296,14
93297,11
93298,10
93299,8
93300,10
93301,9
93302,6
93303,15
93304,10
93305,9
93306,10
93307,11
93308,10
93309,7
93310,16
93311,9
93312,8
93313,7
93314,9
93315,14
93316,9
93317,14
93318,11
93319,5
93320,6
93321,10
93322,8
93323,9
93324,8
93325,9
93326,8
93327,9
93328,10
93329,10
93330,8
93331,9
93332,12
93333,10
93334,6
93335,11
93336,11
93337,9
93338,11
93339,14
93340,5
93341,12
93342,7
93343,7
93344,7
93345,12
93346,11
93347,10
93348,12
93349,13
93350,8
93351,10
93352,11
93353,8
93354,7
93355,10
93356,11
93357,10
93358,8
93359,7
93360,11
93361,8
93362,10
93363,14
93364,15
93365,11
93366,13
93367,8
93368,9
93369,5
93370,11
93371,10
93372,9
93373,8
93374,8
93375,10
93376,8
93377,6
93378,9
93379,11
93380,7
93381,11
93382,8
93383,7
93384,12
93385,8
93386,7
93387,8
93388,10
93389,9
93390,8
93391,9
93392,6
93393,8
93394,8
93395,6
93396,9
93397,8
93398,7
93399,9
93400,10
93401,8
93402,9
93403,7
93404,9
93405,10
93406,11
93407,11
93408,9
93409,10
93410,7
93411,12
